source name	characteristics[organism]	characteristics[organism part]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[diagnosis]	characteristics[sample type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[patient ID]	characteristics[biological replicate]	assay name	comment[technical replicate]	comment[fraction identiier]	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[data file]	comment[uri]	comment[database]	factor value[organism part]
PXD047742-Sample-64	Homo sapiens	blood	Daudi B cell	Daudi B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	64	Daudi B cell-DDAlibrary-64	2	4	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Daudi_F4.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Daudi/Daudi_F4.raw	MASSIVE	Daudi B cell
PXD047742-Sample-64	Homo sapiens	blood	Daudi B cell	Daudi B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	64	Daudi B cell-DDAlibrary-64	2	5	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Daudi_F5.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Daudi/Daudi_F5.raw	MASSIVE	Daudi B cell
PXD047742-Sample-64	Homo sapiens	blood	Daudi B cell	Daudi B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	64	Daudi B cell-DDAlibrary-64	2	6	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Daudi_F6.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Daudi/Daudi_F6.raw	MASSIVE	Daudi B cell
PXD047742-Sample-64	Homo sapiens	blood	Daudi B cell	Daudi B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	64	Daudi B cell-DDAlibrary-64	2	7	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Daudi_F7.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Daudi/Daudi_F7.raw	MASSIVE	Daudi B cell
PXD047742-Sample-64	Homo sapiens	blood	Daudi B cell	Daudi B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	64	Daudi B cell-DDAlibrary-64	2	8	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Daudi_F8.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Daudi/Daudi_F8.raw	MASSIVE	Daudi B cell
PXD047742-Sample-64	Homo sapiens	blood	Daudi B cell	Daudi B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	64	Daudi B cell-DDAlibrary-64	2	9	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Daudi_F9.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Daudi/Daudi_F9.raw	MASSIVE	Daudi B cell
PXD047742-Sample-64	Homo sapiens	blood	Daudi B cell	Daudi B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	64	Daudi B cell-DDAlibrary-64	2	10	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Daudi_F10.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Daudi/Daudi_F10.raw	MASSIVE	Daudi B cell
PXD047742-Sample-64	Homo sapiens	blood	Daudi B cell	Daudi B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	64	Daudi B cell-DDAlibrary-64	2	11	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Daudi_F11.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Daudi/Daudi_F11.raw	MASSIVE	Daudi B cell
PXD047742-Sample-64	Homo sapiens	blood	Daudi B cell	Daudi B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	64	Daudi B cell-DDAlibrary-64	2	12	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Daudi_F12.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Daudi/Daudi_F12.raw	MASSIVE	Daudi B cell
PXD047742-Sample-65	Homo sapiens	blood	Jurkat T cell	Jurkat T cell	normal	normal	normal	not available	not available	not available	adult	not available	65	Jurkat T cell-DDAlibrary-65	1	1	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Jurkat_F1.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Jurkat_F1.raw	MASSIVE	Jurkat T cell
PXD047742-Sample-65	Homo sapiens	blood	Jurkat T cell	Jurkat T cell	normal	normal	normal	not available	not available	not available	adult	not available	65	Jurkat T cell-DDAlibrary-65	1	2	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Jurkat_F2.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Jurkat_F2.raw	MASSIVE	Jurkat T cell
PXD047742-Sample-65	Homo sapiens	blood	Jurkat T cell	Jurkat T cell	normal	normal	normal	not available	not available	not available	adult	not available	65	Jurkat T cell-DDAlibrary-65	1	3	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Jurkat_F3.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Jurkat_F3.raw	MASSIVE	Jurkat T cell
PXD047742-Sample-65	Homo sapiens	blood	Jurkat T cell	Jurkat T cell	normal	normal	normal	not available	not available	not available	adult	not available	65	Jurkat T cell-DDAlibrary-65	1	4	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Jurkat_F4.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Jurkat_F4.raw	MASSIVE	Jurkat T cell
PXD047742-Sample-65	Homo sapiens	blood	Jurkat T cell	Jurkat T cell	normal	normal	normal	not available	not available	not available	adult	not available	65	Jurkat T cell-DDAlibrary-65	1	5	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Jurkat_F5.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Jurkat_F5.raw	MASSIVE	Jurkat T cell
PXD047742-Sample-65	Homo sapiens	blood	Jurkat T cell	Jurkat T cell	normal	normal	normal	not available	not available	not available	adult	not available	65	Jurkat T cell-DDAlibrary-65	1	6	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Jurkat_F6.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Jurkat_F6.raw	MASSIVE	Jurkat T cell
PXD047742-Sample-65	Homo sapiens	blood	Jurkat T cell	Jurkat T cell	normal	normal	normal	not available	not available	not available	adult	not available	65	Jurkat T cell-DDAlibrary-65	1	7	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Jurkat_F7.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Jurkat_F7.raw	MASSIVE	Jurkat T cell
PXD047742-Sample-65	Homo sapiens	blood	Jurkat T cell	Jurkat T cell	normal	normal	normal	not available	not available	not available	adult	not available	65	Jurkat T cell-DDAlibrary-65	1	8	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Jurkat_F8.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Jurkat_F8.raw	MASSIVE	Jurkat T cell
PXD047742-Sample-65	Homo sapiens	blood	Jurkat T cell	Jurkat T cell	normal	normal	normal	not available	not available	not available	adult	not available	65	Jurkat T cell-DDAlibrary-65	1	9	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Jurkat_F9.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Jurkat_F9.raw	MASSIVE	Jurkat T cell
PXD047742-Sample-65	Homo sapiens	blood	Jurkat T cell	Jurkat T cell	normal	normal	normal	not available	not available	not available	adult	not available	65	Jurkat T cell-DDAlibrary-65	1	10	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Jurkat_F10.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Jurkat_F10.raw	MASSIVE	Jurkat T cell
PXD047742-Sample-65	Homo sapiens	blood	Jurkat T cell	Jurkat T cell	normal	normal	normal	not available	not available	not available	adult	not available	65	Jurkat T cell-DDAlibrary-65	1	11	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Jurkat_F11.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Jurkat_F11.raw	MASSIVE	Jurkat T cell
PXD047742-Sample-65	Homo sapiens	blood	Jurkat T cell	Jurkat T cell	normal	normal	normal	not available	not available	not available	adult	not available	65	Jurkat T cell-DDAlibrary-65	1	12	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Jurkat_F12.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Jurkat_F12.raw	MASSIVE	Jurkat T cell
PXD047742-Sample-65	Homo sapiens	blood	Jurkat T cell	Jurkat T cell	normal	normal	DDA library	not available	not available	not available	adult	not available	65	Jurkat T cell-DDAlibrary-65	2	1	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Jurkat_F1.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Jurkat/Jurkat_F1.raw	MASSIVE	Jurkat T cell
PXD047742-Sample-65	Homo sapiens	blood	Jurkat T cell	Jurkat T cell	normal	normal	DDA library	not available	not available	not available	adult	not available	65	Jurkat T cell-DDAlibrary-65	2	2	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Jurkat_F2.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Jurkat/Jurkat_F2.raw	MASSIVE	Jurkat T cell
PXD047742-Sample-65	Homo sapiens	blood	Jurkat T cell	Jurkat T cell	normal	normal	DDA library	not available	not available	not available	adult	not available	65	Jurkat T cell-DDAlibrary-65	2	3	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Jurkat_F3.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Jurkat/Jurkat_F3.raw	MASSIVE	Jurkat T cell
PXD047742-Sample-65	Homo sapiens	blood	Jurkat T cell	Jurkat T cell	normal	normal	DDA library	not available	not available	not available	adult	not available	65	Jurkat T cell-DDAlibrary-65	2	4	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Jurkat_F4.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Jurkat/Jurkat_F4.raw	MASSIVE	Jurkat T cell
PXD047742-Sample-65	Homo sapiens	blood	Jurkat T cell	Jurkat T cell	normal	normal	DDA library	not available	not available	not available	adult	not available	65	Jurkat T cell-DDAlibrary-65	2	5	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Jurkat_F5.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Jurkat/Jurkat_F5.raw	MASSIVE	Jurkat T cell
PXD047742-Sample-65	Homo sapiens	blood	Jurkat T cell	Jurkat T cell	normal	normal	DDA library	not available	not available	not available	adult	not available	65	Jurkat T cell-DDAlibrary-65	2	6	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Jurkat_F6.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Jurkat/Jurkat_F6.raw	MASSIVE	Jurkat T cell
PXD047742-Sample-65	Homo sapiens	blood	Jurkat T cell	Jurkat T cell	normal	normal	DDA library	not available	not available	not available	adult	not available	65	Jurkat T cell-DDAlibrary-65	2	7	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Jurkat_F7.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Jurkat/Jurkat_F7.raw	MASSIVE	Jurkat T cell
PXD047742-Sample-65	Homo sapiens	blood	Jurkat T cell	Jurkat T cell	normal	normal	DDA library	not available	not available	not available	adult	not available	65	Jurkat T cell-DDAlibrary-65	2	8	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Jurkat_F8.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Jurkat/Jurkat_F8.raw	MASSIVE	Jurkat T cell
PXD047742-Sample-65	Homo sapiens	blood	Jurkat T cell	Jurkat T cell	normal	normal	DDA library	not available	not available	not available	adult	not available	65	Jurkat T cell-DDAlibrary-65	2	9	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Jurkat_F9.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Jurkat/Jurkat_F9.raw	MASSIVE	Jurkat T cell
PXD047742-Sample-65	Homo sapiens	blood	Jurkat T cell	Jurkat T cell	normal	normal	DDA library	not available	not available	not available	adult	not available	65	Jurkat T cell-DDAlibrary-65	2	10	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Jurkat_F10.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Jurkat/Jurkat_F10.raw	MASSIVE	Jurkat T cell
PXD047742-Sample-65	Homo sapiens	blood	Jurkat T cell	Jurkat T cell	normal	normal	DDA library	not available	not available	not available	adult	not available	65	Jurkat T cell-DDAlibrary-65	2	11	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Jurkat_F11.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Jurkat/Jurkat_F11.raw	MASSIVE	Jurkat T cell
PXD047742-Sample-65	Homo sapiens	blood	Jurkat T cell	Jurkat T cell	normal	normal	DDA library	not available	not available	not available	adult	not available	65	Jurkat T cell-DDAlibrary-65	2	12	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Jurkat_F12.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Jurkat/Jurkat_F12.raw	MASSIVE	Jurkat T cell
PXD047742-Sample-66	Homo sapiens	blood	Molt-4 T lymphoblast	Molt-4 T lymphoblast	normal	normal	normal	not available	not available	not available	adult	not available	66	Molt-4 T lymphoblast-DDAlibrary-66	1	1	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Molt-4_F1.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Molt-4_F1.raw	MASSIVE	Molt-4 T lymphoblast
PXD047742-Sample-66	Homo sapiens	blood	Molt-4 T lymphoblast	Molt-4 T lymphoblast	normal	normal	normal	not available	not available	not available	adult	not available	66	Molt-4 T lymphoblast-DDAlibrary-66	1	2	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Molt-4_F2.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Molt-4_F2.raw	MASSIVE	Molt-4 T lymphoblast
PXD047742-Sample-66	Homo sapiens	blood	Molt-4 T lymphoblast	Molt-4 T lymphoblast	normal	normal	normal	not available	not available	not available	adult	not available	66	Molt-4 T lymphoblast-DDAlibrary-66	1	3	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Molt-4_F3.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Molt-4_F3.raw	MASSIVE	Molt-4 T lymphoblast
PXD047742-Sample-66	Homo sapiens	blood	Molt-4 T lymphoblast	Molt-4 T lymphoblast	normal	normal	normal	not available	not available	not available	adult	not available	66	Molt-4 T lymphoblast-DDAlibrary-66	1	4	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Molt-4_F4.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Molt-4_F4.raw	MASSIVE	Molt-4 T lymphoblast
PXD047742-Sample-66	Homo sapiens	blood	Molt-4 T lymphoblast	Molt-4 T lymphoblast	normal	normal	normal	not available	not available	not available	adult	not available	66	Molt-4 T lymphoblast-DDAlibrary-66	1	5	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Molt-4_F5.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Molt-4_F5.raw	MASSIVE	Molt-4 T lymphoblast
PXD047742-Sample-66	Homo sapiens	blood	Molt-4 T lymphoblast	Molt-4 T lymphoblast	normal	normal	normal	not available	not available	not available	adult	not available	66	Molt-4 T lymphoblast-DDAlibrary-66	1	6	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Molt-4_F6.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Molt-4_F6.raw	MASSIVE	Molt-4 T lymphoblast
PXD047742-Sample-66	Homo sapiens	blood	Molt-4 T lymphoblast	Molt-4 T lymphoblast	normal	normal	normal	not available	not available	not available	adult	not available	66	Molt-4 T lymphoblast-DDAlibrary-66	1	7	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Molt-4_F7.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Molt-4_F7.raw	MASSIVE	Molt-4 T lymphoblast
PXD047742-Sample-66	Homo sapiens	blood	Molt-4 T lymphoblast	Molt-4 T lymphoblast	normal	normal	normal	not available	not available	not available	adult	not available	66	Molt-4 T lymphoblast-DDAlibrary-66	1	8	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Molt-4_F8.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Molt-4_F8.raw	MASSIVE	Molt-4 T lymphoblast
PXD047742-Sample-66	Homo sapiens	blood	Molt-4 T lymphoblast	Molt-4 T lymphoblast	normal	normal	normal	not available	not available	not available	adult	not available	66	Molt-4 T lymphoblast-DDAlibrary-66	1	9	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Molt-4_F9.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Molt-4_F9.raw	MASSIVE	Molt-4 T lymphoblast
PXD047742-Sample-66	Homo sapiens	blood	Molt-4 T lymphoblast	Molt-4 T lymphoblast	normal	normal	normal	not available	not available	not available	adult	not available	66	Molt-4 T lymphoblast-DDAlibrary-66	1	10	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Molt-4_F10.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Molt-4_F10.raw	MASSIVE	Molt-4 T lymphoblast
PXD047742-Sample-66	Homo sapiens	blood	Molt-4 T lymphoblast	Molt-4 T lymphoblast	normal	normal	normal	not available	not available	not available	adult	not available	66	Molt-4 T lymphoblast-DDAlibrary-66	1	11	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Molt-4_F11.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Molt-4_F11.raw	MASSIVE	Molt-4 T lymphoblast
PXD047742-Sample-66	Homo sapiens	blood	Molt-4 T lymphoblast	Molt-4 T lymphoblast	normal	normal	normal	not available	not available	not available	adult	not available	66	Molt-4 T lymphoblast-DDAlibrary-66	1	12	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Molt-4_F12.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Molt-4_F12.raw	MASSIVE	Molt-4 T lymphoblast
PXD047742-Sample-66	Homo sapiens	blood	Molt-4 T lymphoblast	Molt-4 T lymphoblast	normal	normal	DDA library	not available	not available	not available	adult	not available	66	Molt-4 T lymphoblast-DDAlibrary-66	2	1	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Molt-4_F1.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Molt-4/Molt-4_F1.raw	MASSIVE	Molt-4 T lymphoblast
PXD047742-Sample-66	Homo sapiens	blood	Molt-4 T lymphoblast	Molt-4 T lymphoblast	normal	normal	DDA library	not available	not available	not available	adult	not available	66	Molt-4 T lymphoblast-DDAlibrary-66	2	2	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Molt-4_F2.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Molt-4/Molt-4_F2.raw	MASSIVE	Molt-4 T lymphoblast
PXD047742-Sample-66	Homo sapiens	blood	Molt-4 T lymphoblast	Molt-4 T lymphoblast	normal	normal	DDA library	not available	not available	not available	adult	not available	66	Molt-4 T lymphoblast-DDAlibrary-66	2	3	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Molt-4_F3.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Molt-4/Molt-4_F3.raw	MASSIVE	Molt-4 T lymphoblast
PXD047742-Sample-66	Homo sapiens	blood	Molt-4 T lymphoblast	Molt-4 T lymphoblast	normal	normal	DDA library	not available	not available	not available	adult	not available	66	Molt-4 T lymphoblast-DDAlibrary-66	2	4	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Molt-4_F4.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Molt-4/Molt-4_F4.raw	MASSIVE	Molt-4 T lymphoblast
PXD047742-Sample-66	Homo sapiens	blood	Molt-4 T lymphoblast	Molt-4 T lymphoblast	normal	normal	DDA library	not available	not available	not available	adult	not available	66	Molt-4 T lymphoblast-DDAlibrary-66	2	5	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Molt-4_F5.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Molt-4/Molt-4_F5.raw	MASSIVE	Molt-4 T lymphoblast
PXD047742-Sample-66	Homo sapiens	blood	Molt-4 T lymphoblast	Molt-4 T lymphoblast	normal	normal	DDA library	not available	not available	not available	adult	not available	66	Molt-4 T lymphoblast-DDAlibrary-66	2	6	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Molt-4_F6.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Molt-4/Molt-4_F6.raw	MASSIVE	Molt-4 T lymphoblast
PXD047742-Sample-66	Homo sapiens	blood	Molt-4 T lymphoblast	Molt-4 T lymphoblast	normal	normal	DDA library	not available	not available	not available	adult	not available	66	Molt-4 T lymphoblast-DDAlibrary-66	2	7	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Molt-4_F7.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Molt-4/Molt-4_F7.raw	MASSIVE	Molt-4 T lymphoblast
PXD047742-Sample-66	Homo sapiens	blood	Molt-4 T lymphoblast	Molt-4 T lymphoblast	normal	normal	DDA library	not available	not available	not available	adult	not available	66	Molt-4 T lymphoblast-DDAlibrary-66	2	8	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Molt-4_F8.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Molt-4/Molt-4_F8.raw	MASSIVE	Molt-4 T lymphoblast
