source name	characteristics[organism]	characteristics[organism part]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[diagnosis]	characteristics[sample type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[patient ID]	characteristics[biological replicate]	assay name	comment[technical replicate]	comment[fraction identiier]	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[data file]	comment[uri]	comment[database]	factor value[organism part]
PXD047742-Sample-66	Homo sapiens	blood	Molt-4 T lymphoblast	Molt-4 T lymphoblast	normal	normal	DDA library	not available	not available	not available	adult	not available	66	Molt-4 T lymphoblast-DDAlibrary-66	2	9	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Molt-4_F9.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Molt-4/Molt-4_F9.raw	MASSIVE	Molt-4 T lymphoblast
PXD047742-Sample-66	Homo sapiens	blood	Molt-4 T lymphoblast	Molt-4 T lymphoblast	normal	normal	DDA library	not available	not available	not available	adult	not available	66	Molt-4 T lymphoblast-DDAlibrary-66	2	10	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Molt-4_F10.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Molt-4/Molt-4_F10.raw	MASSIVE	Molt-4 T lymphoblast
PXD047742-Sample-66	Homo sapiens	blood	Molt-4 T lymphoblast	Molt-4 T lymphoblast	normal	normal	DDA library	not available	not available	not available	adult	not available	66	Molt-4 T lymphoblast-DDAlibrary-66	2	11	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Molt-4_F11.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Molt-4/Molt-4_F11.raw	MASSIVE	Molt-4 T lymphoblast
PXD047742-Sample-66	Homo sapiens	blood	Molt-4 T lymphoblast	Molt-4 T lymphoblast	normal	normal	DDA library	not available	not available	not available	adult	not available	66	Molt-4 T lymphoblast-DDAlibrary-66	2	12	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Molt-4_F12.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Molt-4/Molt-4_F12.raw	MASSIVE	Molt-4 T lymphoblast
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	normal	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	1	1	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F1.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/NK_F1.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	normal	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	1	2	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F2.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/NK_F2.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	normal	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	1	3	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F3.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/NK_F3.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	normal	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	1	4	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F4.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/NK_F4.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	normal	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	1	5	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F5.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/NK_F5.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	normal	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	1	6	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F6.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/NK_F6.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	normal	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	1	7	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F7.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/NK_F7.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	normal	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	1	8	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F8.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/NK_F8.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	normal	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	1	9	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F9.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/NK_F9.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	normal	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	1	10	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F10.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/NK_F10.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	normal	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	1	11	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F11.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/NK_F11.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	normal	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	1	12	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F12.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/NK_F12.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	normal	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	1	13	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F13.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/NK_F13.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	normal	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	1	14	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F14.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/NK_F14.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	normal	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	1	15	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F15.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/NK_F15.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	normal	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	1	16	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F16.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/NK_F16.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	normal	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	1	17	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F17.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/NK_F17.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	normal	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	1	18	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F18.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/NK_F18.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	normal	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	1	19	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F19.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/NK_F19.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	normal	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	1	20	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F20.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/NK_F20.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	normal	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	1	21	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F21.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/NK_F21.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	normal	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	1	22	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F22.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/NK_F22.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	normal	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	1	23	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F23.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/NK_F23.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	normal	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	1	24	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F24.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/NK_F24.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	DDA library	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	2	1	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F1.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/NK%20cell/NK_F1.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	DDA library	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	2	2	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F2.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/NK%20cell/NK_F2.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	DDA library	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	2	3	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F3.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/NK%20cell/NK_F3.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	DDA library	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	2	4	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F4.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/NK%20cell/NK_F4.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	DDA library	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	2	5	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F5.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/NK%20cell/NK_F5.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	DDA library	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	2	6	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F6.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/NK%20cell/NK_F6.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	DDA library	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	2	7	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F7.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/NK%20cell/NK_F7.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	DDA library	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	2	8	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F8.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/NK%20cell/NK_F8.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	DDA library	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	2	9	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F9.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/NK%20cell/NK_F9.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	DDA library	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	2	10	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F10.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/NK%20cell/NK_F10.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	DDA library	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	2	11	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F11.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/NK%20cell/NK_F11.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	DDA library	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	2	12	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F12.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/NK%20cell/NK_F12.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	DDA library	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	2	13	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F13.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/NK%20cell/NK_F13.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	DDA library	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	2	14	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F14.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/NK%20cell/NK_F14.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	DDA library	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	2	15	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F15.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/NK%20cell/NK_F15.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	DDA library	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	2	16	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F16.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/NK%20cell/NK_F16.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	DDA library	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	2	17	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F17.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/NK%20cell/NK_F17.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	DDA library	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	2	18	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F18.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/NK%20cell/NK_F18.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	DDA library	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	2	19	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F19.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/NK%20cell/NK_F19.raw	MASSIVE	NK cell
PXD047742-Sample-67	Homo sapiens	blood	NK cell	NK cell	normal	normal	DDA library	not available	not available	not available	adult	not available	67	NK cell-DDAlibrary-67	2	20	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_F20.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/NK%20cell/NK_F20.raw	MASSIVE	NK cell
