source name	characteristics[organism]	characteristics[organism part]	characteristics[organism part]	characteristics[cell type]	characteristics[age]	characteristics[ancestry category]	characteristics[sex]	characteristics[disease]	characteristics[sample identifier]	characteristics[developmental stage]	characteristics[biological replicate]	characteristics[individual]	comment[proteomexchange accession number]	comment[data file]	assay name	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[batch identifier]
PXD004352-Sample-99	Homo sapiens	Blood	Blood	Dendritic Cells Plasmacytoid	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_ZYM_02	adult	2	2	PXD004352	20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_ZYM_02.raw	Dendritic Cells Plasmacytoid_ZYM-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_ZYM_02.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-100	Homo sapiens	Blood	Blood	Dendritic Cells Plasmacytoid	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_ZYM_03	adult	3	3	PXD004352	20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_ZYM_03.raw	Dendritic Cells Plasmacytoid_ZYM-3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_ZYM_03.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-101	Homo sapiens	Blood	Blood	DO132 Memory Free	not available	not available	not available	normal	20131115_EXQ2_JaRi_SA_Do132_Memory_Free_Act_01	adult	1	1	PXD004352	20131115_EXQ2_JaRi_SA_Do132_Memory_Free_Act_01.raw	DO132 Memory Free_Activated-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20131115_EXQ2_JaRi_SA_Do132_Memory_Free_Act_01.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-102	Homo sapiens	Blood	Blood	DO132 Memory Free	not available	not available	not available	normal	20131115_EXQ2_JaRi_SA_Do132_Memory_Free_Act_02	adult	2	2	PXD004352	20131115_EXQ2_JaRi_SA_Do132_Memory_Free_Act_02.raw	DO132 Memory Free_Activated-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20131115_EXQ2_JaRi_SA_Do132_Memory_Free_Act_02.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-103	Homo sapiens	Blood	Blood	DO132 Memory Free	not available	not available	not available	normal	20131115_EXQ2_JaRi_SA_Do132_Memory_Free_Act_03	adult	3	3	PXD004352	20131115_EXQ2_JaRi_SA_Do132_Memory_Free_Act_03.raw	DO132 Memory Free_Activated-3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20131115_EXQ2_JaRi_SA_Do132_Memory_Free_Act_03.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-104	Homo sapiens	Blood	Blood	DO132 Memory Free	not available	not available	not available	normal	20131115_EXQ2_JaRi_SA_Do132_Memory_Free_CTL_01	adult	1	1	PXD004352	20131115_EXQ2_JaRi_SA_Do132_Memory_Free_CTL_01.raw	DO132 Memory Free_Control-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20131115_EXQ2_JaRi_SA_Do132_Memory_Free_CTL_01.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-105	Homo sapiens	Blood	Blood	DO132 Memory Free	not available	not available	not available	normal	20131115_EXQ2_JaRi_SA_Do132_Memory_Free_CTL_02	adult	2	2	PXD004352	20131115_EXQ2_JaRi_SA_Do132_Memory_Free_CTL_02.raw	DO132 Memory Free_Control-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20131115_EXQ2_JaRi_SA_Do132_Memory_Free_CTL_02.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-106	Homo sapiens	Blood	Blood	DO132 Memory Free	not available	not available	not available	normal	20131115_EXQ2_JaRi_SA_Do132_Memory_Free_CTL_03	adult	3	3	PXD004352	20131115_EXQ2_JaRi_SA_Do132_Memory_Free_CTL_03.raw	DO132 Memory Free_Control-3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20131115_EXQ2_JaRi_SA_Do132_Memory_Free_CTL_03.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-107	Homo sapiens	Blood	Blood	DO133 Memory Free	not available	not available	not available	normal	20131115_EXQ2_JaRi_SA_Do133_Memory_Free_Act_01	adult	1	1	PXD004352	20131115_EXQ2_JaRi_SA_Do133_Memory_Free_Act_01.raw	DO133 Memory Free_Activated-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20131115_EXQ2_JaRi_SA_Do133_Memory_Free_Act_01.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-108	Homo sapiens	Blood	Blood	DO133 Memory Free	not available	not available	not available	normal	20131115_EXQ2_JaRi_SA_Do133_Memory_Free_Act_02	adult	2	2	PXD004352	20131115_EXQ2_JaRi_SA_Do133_Memory_Free_Act_02.raw	DO133 Memory Free_Activated-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20131115_EXQ2_JaRi_SA_Do133_Memory_Free_Act_02.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-109	Homo sapiens	Blood	Blood	DO133 Memory Free	not available	not available	not available	normal	20131115_EXQ2_JaRi_SA_Do133_Memory_Free_Act_03	adult	3	3	PXD004352	20131115_EXQ2_JaRi_SA_Do133_Memory_Free_Act_03.raw	DO133 Memory Free_Activated-3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20131115_EXQ2_JaRi_SA_Do133_Memory_Free_Act_03.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-110	Homo sapiens	Blood	Blood	DO133 Memory Free	not available	not available	not available	normal	20131115_EXQ2_JaRi_SA_Do133_Memory_Free_CTL_01	adult	1	1	PXD004352	20131115_EXQ2_JaRi_SA_Do133_Memory_Free_CTL_01.raw	DO133 Memory Free_Control-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20131115_EXQ2_JaRi_SA_Do133_Memory_Free_CTL_01.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-111	Homo sapiens	Blood	Blood	DO133 Memory Free	not available	not available	not available	normal	20131115_EXQ2_JaRi_SA_Do133_Memory_Free_CTL_02	adult	2	2	PXD004352	20131115_EXQ2_JaRi_SA_Do133_Memory_Free_CTL_02.raw	DO133 Memory Free_Control-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20131115_EXQ2_JaRi_SA_Do133_Memory_Free_CTL_02.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-112	Homo sapiens	Blood	Blood	DO133 Memory Free	not available	not available	not available	normal	20131115_EXQ2_JaRi_SA_Do133_Memory_Free_CTL_03	adult	3	3	PXD004352	20131115_EXQ2_JaRi_SA_Do133_Memory_Free_CTL_03.raw	DO133 Memory Free_Control-3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20131115_EXQ2_JaRi_SA_Do133_Memory_Free_CTL_03.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-113	Homo sapiens	Blood	Blood	Eosinophil	not available	not available	not available	normal	Eosinophil_01 (steady-state)	adult	1	1	PXD004352	Eosinophil_01 (steady-state).raw	Eosinophil_Steady state-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/Eosinophil_01 (steady-state).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-114	Homo sapiens	Blood	Blood	Eosinophil	not available	not available	not available	normal	Eosinophil_02 (steady-state)	adult	2	2	PXD004352	Eosinophil_02 (steady-state).raw	Eosinophil_Steady state-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/Eosinophil_02 (steady-state).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-115	Homo sapiens	Blood	Blood	Eosinophil	not available	not available	not available	normal	Eosinophil_03 (steady-state)	adult	3	3	PXD004352	Eosinophil_03 (steady-state).raw	Eosinophil_Steady state-3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/Eosinophil_03 (steady-state).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-116	Homo sapiens	Blood	Blood	Eosinophil	not available	not available	not available	normal	Eosinophil_04 (steady-state)	adult	4	4	PXD004352	Eosinophil_04 (steady-state).raw	Eosinophil_Steady state-4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/Eosinophil_04 (steady-state).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-117	Homo sapiens	Blood	Blood	Erythrocyte	not available	not available	not available	normal	Erythrocyte_01 (steady-state)	adult	1	1	PXD004352	Erythrocyte_01 (steady-state).raw	Erythrocyte_Steady state-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/Erythrocyte_01 (steady-state).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-118	Homo sapiens	Blood	Blood	Erythrocyte	not available	not available	not available	normal	Erythrocyte_02 (steady-state)	adult	2	2	PXD004352	Erythrocyte_02 (steady-state).raw	Erythrocyte_Steady state-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/Erythrocyte_02 (steady-state).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-119	Homo sapiens	Blood	Blood	Erythrocyte	not available	not available	not available	normal	Erythrocyte_03 (steady-state)	adult	3	3	PXD004352	Erythrocyte_03 (steady-state).raw	Erythrocyte_Steady state-3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/Erythrocyte_03 (steady-state).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-120	Homo sapiens	Blood	Blood	Erythrocyte	not available	not available	not available	normal	Erythrocyte_04 (steady-state)	adult	4	4	PXD004352	Erythrocyte_04 (steady-state).raw	Erythrocyte_Steady state-4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/Erythrocyte_04 (steady-state).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-121	Homo sapiens	Blood	Blood	Library	not available	not available	not available	normal	Library_single.shot_1 (activated)	adult	1	1	PXD004352	Library_single.shot_1 (activated).raw	Library_Single shot_Activated-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/Library_single.shot_1 (activated).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-122	Homo sapiens	Blood	Blood	Library	not available	not available	not available	normal	Library_single.shot_30 (activated)	adult	30	30	PXD004352	Library_single.shot_30 (activated).raw	Library_Single shot_Activated-30	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/Library_single.shot_30 (activated).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-123	Homo sapiens	Blood	Blood	Library	not available	not available	not available	normal	Library_single.shot_31 (activated)	adult	31	31	PXD004352	Library_single.shot_31 (activated).raw	Library_Single shot_Activated-31	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/Library_single.shot_31 (activated).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-124	Homo sapiens	Blood	Blood	Library	not available	not available	not available	normal	Library_single.shot_32 (activated)	adult	32	32	PXD004352	Library_single.shot_32 (activated).raw	Library_Single shot_Activated-32	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/Library_single.shot_32 (activated).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-125	Homo sapiens	Blood	Blood	Library	not available	not available	not available	normal	Library_single.shot_33 (activated)	adult	33	33	PXD004352	Library_single.shot_33 (activated).raw	Library_Single shot_Activated-33	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/Library_single.shot_33 (activated).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-126	Homo sapiens	Blood	Blood	Library	not available	not available	not available	normal	Library_single.shot_34 (activated)	adult	34	34	PXD004352	Library_single.shot_34 (activated).raw	Library_Single shot_Activated-34	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/Library_single.shot_34 (activated).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-127	Homo sapiens	Blood	Blood	Library	not available	not available	not available	normal	Library_single.shot_35 (activated)	adult	35	35	PXD004352	Library_single.shot_35 (activated).raw	Library_Single shot_Activated-35	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/Library_single.shot_35 (activated).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-128	Homo sapiens	Blood	Blood	Library	not available	not available	not available	normal	Library_single.shot_36 (activated)	adult	36	36	PXD004352	Library_single.shot_36 (activated).raw	Library_Single shot_Activated-36	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/Library_single.shot_36 (activated).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-129	Homo sapiens	Blood	Blood	Library	not available	not available	not available	normal	Library_single.shot_37 (activated)	adult	37	37	PXD004352	Library_single.shot_37 (activated).raw	Library_Single shot_Activated-37	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/Library_single.shot_37 (activated).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
