source name	characteristics[organism]	characteristics[organism part]	characteristics[organism part]	characteristics[cell type]	characteristics[age]	characteristics[ancestry category]	characteristics[sex]	characteristics[disease]	characteristics[sample identifier]	characteristics[developmental stage]	characteristics[biological replicate]	characteristics[individual]	comment[proteomexchange accession number]	comment[data file]	assay name	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[batch identifier]
PXD004352-Sample-244	Homo sapiens	Blood	Blood	Monocytes Classical	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_05_150824220006	adult	5	5	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_05_150824220006.raw	Monocytes Classical_PIC-5-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_05_150824220006.raw	1	2	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-245	Homo sapiens	Blood	Blood	Monocytes Classical	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_06	adult	6	6	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_06.raw	Monocytes Classical_PIC-6	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_06.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-246	Homo sapiens	Blood	Blood	Monocytes Classical	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_07	adult	7	7	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_07.raw	Monocytes Classical_PIC-7	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_07.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-247	Homo sapiens	Blood	Blood	Monocytes Classical	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOclassical_R848_01	adult	1	1	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOclassical_R848_01.raw	Monocytes Classical_R848-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_R848_01.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-248	Homo sapiens	Blood	Blood	Monocytes Classical	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOclassical_R848_02	adult	2	2	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOclassical_R848_02.raw	Monocytes Classical_R848-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_R848_02.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-249	Homo sapiens	Blood	Blood	Monocytes Classical	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOclassical_R848_03	adult	3	3	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOclassical_R848_03.raw	Monocytes Classical_R848-3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_R848_03.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-250	Homo sapiens	Blood	Blood	Monocytes Classical	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOclassical_R848_04	adult	4	4	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOclassical_R848_04.raw	Monocytes Classical_R848-4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_R848_04.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-251	Homo sapiens	Blood	Blood	Monocytes Classical	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOclassical_R848_05	adult	5	5	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOclassical_R848_05.raw	Monocytes Classical_R848-5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_R848_05.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-252	Homo sapiens	Blood	Blood	Monocytes Classical	not available	not available	not available	normal	MO.classical_01 (steady-state)	adult	1	1	PXD004352	MO.classical_01 (steady-state).raw	Monocytes Classical_Steady state-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/MO.classical_01 (steady-state).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-253	Homo sapiens	Blood	Blood	Monocytes Classical	not available	not available	not available	normal	MO.classical_02 (steady-state)	adult	2	2	PXD004352	MO.classical_02 (steady-state).raw	Monocytes Classical_Steady state-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/MO.classical_02 (steady-state).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-254	Homo sapiens	Blood	Blood	Monocytes Classical	not available	not available	not available	normal	MO.classical_03 (steady-state)	adult	3	3	PXD004352	MO.classical_03 (steady-state).raw	Monocytes Classical_Steady state-3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/MO.classical_03 (steady-state).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-255	Homo sapiens	Blood	Blood	Monocytes Classical	not available	not available	not available	normal	MO.classical_04 (steady-state)	adult	4	4	PXD004352	MO.classical_04 (steady-state).raw	Monocytes Classical_Steady state-4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/MO.classical_04 (steady-state).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-256	Homo sapiens	Blood	Blood	Monocytes Classical	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOclassical_ZYM_01	adult	1	1	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOclassical_ZYM_01.raw	Monocytes Classical_ZYM-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_ZYM_01.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-257	Homo sapiens	Blood	Blood	Monocytes Classical	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOclassical_ZYM_02	adult	2	2	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOclassical_ZYM_02.raw	Monocytes Classical_ZYM-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_ZYM_02.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-258	Homo sapiens	Blood	Blood	Monocytes Classical	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOclassical_ZYM_03	adult	3	3	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOclassical_ZYM_03.raw	Monocytes Classical_ZYM-3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_ZYM_03.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-259	Homo sapiens	Blood	Blood	Monocytes Classical	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOclassical_ZYM_04	adult	4	4	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOclassical_ZYM_04.raw	Monocytes Classical_ZYM-4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_ZYM_04.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-260	Homo sapiens	Blood	Blood	Monocytes Classical	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOclassical_ZYM_05	adult	5	5	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOclassical_ZYM_05.raw	Monocytes Classical_ZYM-5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_ZYM_05.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-261	Homo sapiens	Blood	Blood	Monocytes Intermediate	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOintermediate_CTR_01	adult	1	1	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOintermediate_CTR_01.raw	Monocytes Intermediate_CTR-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_CTR_01.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-262	Homo sapiens	Blood	Blood	Monocytes Intermediate	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_CTR_01	adult	1	1	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_CTR_01.raw	Monocytes Intermediate_CTR-1-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_CTR_01.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-263	Homo sapiens	Blood	Blood	Monocytes Intermediate	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOintermediate_CTR_02	adult	2	2	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOintermediate_CTR_02.raw	Monocytes Intermediate_CTR-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_CTR_02.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-264	Homo sapiens	Blood	Blood	Monocytes Intermediate	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOintermediate_CTR_03	adult	3	3	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOintermediate_CTR_03.raw	Monocytes Intermediate_CTR-3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_CTR_03.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-265	Homo sapiens	Blood	Blood	Monocytes Intermediate	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOintermediate_CTR_04	adult	4	4	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOintermediate_CTR_04.raw	Monocytes Intermediate_CTR-4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_CTR_04.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-266	Homo sapiens	Blood	Blood	Monocytes Intermediate	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOintermediate_CTR_05	adult	5	5	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOintermediate_CTR_05.raw	Monocytes Intermediate_CTR-5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_CTR_05.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-267	Homo sapiens	Blood	Blood	Monocytes Intermediate	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_01	adult	1	1	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_01.raw	Monocytes Intermediate_LPS-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_01.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-268	Homo sapiens	Blood	Blood	Monocytes Intermediate	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_02	adult	2	2	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_02.raw	Monocytes Intermediate_LPS-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_02.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-269	Homo sapiens	Blood	Blood	Monocytes Intermediate	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_03	adult	3	3	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_03.raw	Monocytes Intermediate_LPS-3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_03.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-270	Homo sapiens	Blood	Blood	Monocytes Intermediate	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_04	adult	4	4	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_04.raw	Monocytes Intermediate_LPS-4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_04.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-271	Homo sapiens	Blood	Blood	Monocytes Intermediate	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_05	adult	5	5	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_05.raw	Monocytes Intermediate_LPS-5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_05.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-272	Homo sapiens	Blood	Blood	Monocytes Intermediate	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LTA_01	adult	1	1	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LTA_01.raw	Monocytes Intermediate_LTA-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_LTA_01.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
